filename,vertices,triangulations,meanTime,medianTime,minTime,maxTime,stddevTime,perTriangNs,peakMemory,memoryPerVertex
graph_V12F3_theta_a1_b5_c4_T26954928_v3.txt,12,6510582,3.008879818,3.004433236,2.983539815,3.038666404,0.027830995,462,4096,341.333333
graph_V12F3_theta_a1_b6_c3_T29201172_v3.txt,12,6995028,3.672861022,3.687477613,3.632701445,3.698404009,0.035205685,525,4096,341.333333
graph_V12F3_theta_a1_b7_c2_T34763300_v2.txt,12,8151398,4.900560503,4.899516226,4.884377478,4.917787806,0.016729626,601,4096,341.333333
graph_V12F3_theta_a1_b8_c1_T47278088_v2.txt,12,10451550,7.321984793,7.334895403,7.292648954,7.338410021,0.025466286,701,4096,341.333333
graph_V12F3_theta_a2_b1_c7_T34763300_v2.txt,12,8151398,3.754628043,3.749394110,3.747522590,3.766967429,0.010727114,461,4096,341.333333
graph_V12F3_theta_a2_b2_c6_T28628600_v2.txt,12,7189228,3.116599756,3.113715498,3.101818890,3.134264879,0.016414163,434,4096,341.333333
graph_V12F3_theta_a2_b3_c5_T25765740_v2.txt,12,6645584,2.857443395,2.858147693,2.841135553,2.873046940,0.015967347,430,4096,341.333333
graph_V12F3_theta_a2_b4_c4_T24916320_v2.txt,12,6474508,2.776890387,2.785522347,2.757437481,2.787711334,0.016882227,429,4096,341.333333
graph_V12F3_theta_a2_b5_c3_T25765740_v2.txt,12,6645584,3.010517275,3.005301159,2.987686401,3.038564264,0.025836895,453,4096,341.333333
graph_V12F3_theta_a2_b6_c2_T28628600_v2.txt,12,7189228,3.602340096,3.604270027,3.582259992,3.620490270,0.019188070,501,4096,341.333333
graph_V12F3_theta_a2_b7_c1_T34763300_v2.txt,12,8151398,4.815625822,4.811166495,4.798300697,4.837410273,0.019932484,591,4096,341.333333
graph_V12F3_theta_a3_b1_c6_T29201172_v2.txt,12,6995028,3.276144377,3.273332607,3.254192323,3.300908202,0.023484524,468,4096,341.333333
graph_V12F3_theta_a3_b2_c5_T25765740_v2.txt,12,6645584,2.988632542,2.984813990,2.976569334,3.004514301,0.014358492,450,4096,341.333333
graph_V12F3_theta_a3_b3_c4_T24293412_v2.txt,12,6443298,2.813234509,2.814697799,2.790493940,2.834511789,0.022045378,437,4096,341.333333
graph_V12F3_theta_a3_b4_c3_T24293412_v2.txt,12,6443298,2.805818600,2.813482058,2.777278598,2.826695145,0.025584081,435,4096,341.333333
graph_V12F3_theta_a3_b5_c2_T25765740_v2.txt,12,6645584,2.977282361,2.992399806,2.946466949,2.992980328,0.026688508,448,4096,341.333333
graph_V12F3_theta_a3_b6_c1_T29201172_v2.txt,12,6995028,3.483261701,3.475248110,3.474688151,3.499848841,0.014367613,498,4096,341.333333
